,헤드라인,레이블
2422,"현대차 해외판매 70% 급감…4월 집계, 기아차도 55% 줄어",0.0
2423,"서울시, 삼성동 현대차 GBC 착공 허가",1.0
2424,"믿을건 `新車`… 현대차, 글로벌 불황 내수로 막는다",0.0
2425,도로위 현대차 200만대 정보가 최적길 찾아줘,1.0
2426,코로나 위기를 기회로 현대차 더 강해질 것,1.0
2427,"삼성, 외환위기 거치며 글로벌 대표기업 도약…현대차는 금융위기 이후 美 점...",1.0
2428,"현대·기아차, 러시아서 1위 질주",1.0
2429,"코로나 불황에도… 한국 SUV, 美시장서 선방",1.0
2430,"“일본차 비켜”… 현대차, 베트남 찍고 동남아 공략 ‘액셀’",1.0
2431,현대·기아차 美공장 한달반만에 재가동,1.0
2432,차·폰·OLED 다 수출절벽 ‘고난의 행군’ 시작됐다,0.0
2433,"현대·기아차, 美서 투싼·팰리세이드 앞세워 '4월 공포' 넘겨",1.0
2434,현대重·CJ `약진` 한진·에쓰오일 `부진`… 중위권 `엎치락 뒤치락`,0.0
2435,"자동차 수출, 금융위기 이후 ‘최악’…수입은 대폭 증가",0.0
2436,'경기 가늠자' 트럭도 안팔린다,0.0
2437,현대차 쏘나타 美안전평가 `최고 등급`,1.0
2438,두산重·현대차 위기가 낳은 고용 투쟁… 노사 갈등 증폭,0.0
2439,5월 절반이 ‘빨간날’… 웃픈 車공장,0.0
2440,"1분기 국내 차 생산 81만대, 금융위기 이후 최저… “2분기엔 어쩌나”",0.0
2441,"[단독] 서울시, 이달 초 현대차 GBC 착공 허가",1.0
2442,IT·게임 정상출근 채비…자동차는 줄줄이 셧다운,0.0
2443,현대車 회사채 5배 수요 몰릴때…A급은 팔려면 `떨이`해야,0.0
2444,출근하면 협력사부터 챙기는 사장님…달라진 '을'의 위상,1.0
2445,"""바꾸고, 없애고, 홀렸다""…현대·기아차 '코로나 치명상' 피한 비결",1.0
2446,"‘수출 절벽’ 자동차 업계, 연휴 공장 가동 멈춰",0.0
2447,"“팰리세이드 공동생산 연장”…현대차 노사, 코로나 극복 협력",1.0
2448,"현대차, 도심 항공모빌리티 인재 영입… 신사업 가속도",1.0
2449,협력사에 3080억 무이자 지원… 고통 나누는 현대차,1.0
2450,"현대차, 돈줄 막힌 중소 車부품업체 1조 긴급지원",1.0
2451,다시 문여는 車공장… 국제분업 대체 체제 고심,0.0
2452,현대차ㆍLG전자ㆍLG디스플레이 등 기후변화 대응 최우수기업,1.0
2453,"기지개 켜는 현대·기아차, 내달 글로벌 생산기지 문 연다",1.0
2454,[단독] 수출절벽에…현대차 아반떼 라인도 스톱,0.0
2455,현대차 노조의 반가운 변신[현장에서/김도형],1.0
2456,[車談숲]임금동결 vs 임금인상…'고용절벽'에 딜레마 빠진 車노조,0.0
2457,현대엔지니어링 통합 6년…해외 수주 39조 ‘톱티어’,1.0
2458,세계車업계 실적 쇼크… 연쇄 고용대란 비상등,0.0
2459,"현대차 자동차기술, 온라인 대학 강단에 서다",1.0
2460,엠코 합병 6년…현대ENG 해외수주 1위 굳혀,1.0
2461,"'통합법인 출범 6년' 현대엔지니어링, 해외수주 업계 1위로",1.0
2462,"현대車, 올해 임금협상 7월로… 노조 요구안 확정 못해",0.0
2463,"현대차, 대학 사이버 강의에 사내 교육 콘텐츠 제공",1.0
2464,자동차·조선·건설 등 부진에…철강업계 실적 ‘코로나 쇼크’,0.0
2465,"수출길 막힌 현대기아차, 2분기 실적도 '깜깜'",0.0
2466,브라질 등 현대·기아車 해외공장 셧다운 연장,0.0
2467,현대차 포터 생산라인 27일부터 사흘간 중단,0.0
2468,"현대차,1분기 실적 소폭 상승… 2분기 ‘악화’ 불가피",0.0
2469,車-반도체 1분기 선방했지만… “코로나 쇼크 이제 시작”,0.0
2470,"현대차 실적 착시, 가동률 1위에도 못 웃는다",0.0
2471,"현대차, 1분기 기묘한 실적...판매 줄었는데 매출·영업익 늘어",1.0
2472,"현대차, 중국 실적 부진에 순이익 42% 급감 ‘충격’",0.0
2473,"현대車 ""1분기 실적은 착시… V자 반등 쉽지 않을 것""",0.0
2474,분기 판매량 100만대 못 지킨 현대차,0.0
2475,"100만대도 못 판 현대차, 영업익 증가 ‘착시 선방’",0.0
2476,"현대차, 2분기 코로나 악재 넘을까",0.0
2477,현대차 실적 좋다지만…`앱티브 효과` 빼면 영업익 8% 증발,0.0
2478,"광주시, 자동차부품기업 맞춤형 기술지원 사업 '성과'",1.0
2479,"현대차, 쏘나타 2020 출시… 정숙성·주행성능 업그레이드",1.0
2480,“울산페이로 소상공인 구하자”… 손잡은 울산시·현대차·노조,1.0
2481,"자동차·부품주, 코로나19로 신용등급 하방 압력…“수요 급감 부담”",0.0
2482,"""지역상권 살리자""…소비촉진 나선 현대차",1.0
2483,"""광주형 일자리 손떼라"" 반기든 현대차 노조",0.0
2484,"현대차 노조 ""광주형 일자리서 손 빼라""…`현대차 사업 철수` 거듭 촉구",0.0
2485,"현대차, 3년만에 회사채 발행…3000억 규모 자금조달 `시동`",1.0
2486,"""운전하는 재미가 다르다""…현대차 `2020 벨로스터N` 출시",1.0
2487,현대엔지니어링 후원 ‘장애인 직업재활시설’ 오픈,1.0
2488,"현대차그룹, 임원 급여 20% 반납",0.0
2489,"현대모비스, 신입사원 정기 공채 1년 만에 부활",1.0
2490,"[단독] 현대차그룹, 임원급여 20% 반납…고강도 구조조정 돌입",0.0
2491,`굿윌스토어 밀알일산점` 오픈… 현대ENG 임직원들 물품 기증,1.0
2492,"현대엔지니어링 임직원, 장애인 재활시설에 물품기부",1.0
2493,"현대차 임원, 임금 20% 무기한 반납…롯데지주·쇼핑도 석달간 20% 덜 받아",0.0
2494,정몽구·정의선 급여 20% 내놔..현대차그룹 임원 1200명 동참,0.0
2495,"현대차그룹, 4년 만에 임원 급여 20% 자진 반납",0.0
2496,[단독] 2분기 적자 전망까지…`비상 깜빡이` 켠 현대차,0.0
2497,美·유럽 수소차에···현대차 심장 단다,1.0
2498,"현대車, 美·유럽에 수소연료전지시스템 수출 길 열어",1.0
2499,"현대모비스, 자율주행 핵심 센서 '한발 빠른' 상용화",1.0
2500,"유럽·미국 수소차, 현대차 심장 단다",1.0
2501,―43% 수출절벽→부품사 자금경색… 車산업 생태계 붕괴 위기,0.0
2502,[사설]자동차·석유화학 등 기간산업 위기… 지원 늦으면 경제 전체 흔들려,0.0
2503,실적발표 실시간 중계…현대차의 주주친화 경영,1.0
2504,삼성·LG 家電 4월 매출 반토막…자동차 수출 43%↓,0.0
2505,"‘해외시장 마비’ 여파 4월 자동차 수출, 43% 감소 전망",0.0
2506,"현대車 파주인재개발센터, 해외입국자 대기장소로 제공",1.0
2507,"위기 느낀 현대차 노조 ""임금 동결할테니 고용 보장해달라""",0.0
2508,"현대차 노조 ""독일식 노사 위기협약 본받자""",1.0
2509,"""임금보다 일자리""···현대차 노조 달라지나",1.0
2510,"현대차 노조, 자발적 임금 동결 첫 시사",1.0
2511,"현대차, 파주인재개발센터 코로나19 해외입국자 임시생활시설로 제공",1.0
2512,"현대차, 파주인재개발센터 해외입국자 임시시설로 제공",1.0
2513,코로나 한파에 손잡은 완성車 노사… 임단협 잇단 타결,1.0
2514,"현대차, 베트남서 도요타 처음 눌러",1.0
2515,현대-기아-벤츠-도요타 등 국내 시판 4만4967대 리콜,0.0
2516,현대차 '日 텃밭' 베트남서 도요타 첫 추월,1.0
2517,베트남서 車판매 1위…현대차 자존심 지켰다,1.0
2518,"현대차, 日 도요타 제치고 베트남 판매량 1위",1.0
2519,"버려진 버섯 폐기물이 패브릭 소재로..이런 생각, 현대차 만나 현실이 됐어요...",1.0
2520,"""삼성·LG·현대차"" 韓기업, 코로나19 '봉쇄령' 인도에 기부 이어가",1.0
2521,'봉쇄령' 인도에···삼성·현대차·LG '릴레이 기부',1.0
2522,현대차 ‘유럽 거점’ 체코 공장도 다시 가동,1.0
2523,현대차 유럽 공장 재가동… 근무인력 등 최소화 운영,1.0
2524,"현대차, 코로나 진단키트 6만5천개 美에 지원",1.0
2525,현대·기아차 `차이나 쇼크`…1분기 中판매 절반 줄었다,0.0
2526,"현대로템, 자율주행 장갑차 경호·정찰 `척척`…無人 무기체계 개발에 연구력...",1.0
2527,자동차 업계도 코로나 극복 지원 한마음,1.0
2528,자동차 이어 철강·타이어도 ‘코로나 보릿고개’,0.0
2529,셧다운에 감염된 車산업…부품업체로 확산 초읽기,0.0
2530,"""코로나 안심 등교"" 현대차 통학차량 무상 항균 서비스",1.0
2531,유럽發 부품 공급 차질에 '실낱 희망' 車내수도 자갈길,0.0
2532,"현대차, '도심항공' 날아다닐 준비 됐나요?…""택시요금이면 탄다""",1.0
2533,"미, 유럽 차딜러 ""영업 중단하니 그만 보내라""…자동차 최악의 '수출 절벽'",0.0
2534,"현대·기아차, 수출용 생산 공장 멈춘다",0.0
2535,"현대차그룹, 국내서 마스크 직접 생산한다",1.0
2536,‘광주형 일자리’ 위기 뒤엔 현대차 ‘입김’,0.0
2537,현대차 '가속 페달'…10만원대 고지 눈앞,1.0
2538,[타봤어요]디자인부터 확 바꾼 아반떼…국민차 타이틀 탈환하나,1.0
2539,"[코로나19 함께 넘자]현대차그룹, 美 공장 가동중단 연장...기아차 24일·현대...",0.0
2540,"[단독] 정의선, 신기술 현장 찾아 미래 모빌리티 `가속페달`",1.0
2541,현대차그룹 임직원 코로나성금,1.0
2542,현대차 '수출 절벽'…투싼 라인 휴업,0.0
2543,코로나發 수요절벽 현실로…현대차 투싼 생산 일시중단,0.0
2544,현대차 美수출 주력 투싼 생산라인 13~17일 임시휴업,0.0
2545,현대·기아차 직원들 ‘기부 캠페인’ 동참 줄이어,1.0
2546,"IBM, 현대車 글로벌 ICT센터 파트너로",1.0
2547,"""단말기에 사원증 대면 OK"" 자발적 기부 이끄는 현대차",1.0
2548,"디자인도 사이즈도…현대 올 뉴 아반떼 ""모든게 달라졌다""",1.0
2549,국민차의 부활…현대차 7세대 '올 뉴 아반떼' 출격,1.0
2550,확 바뀐 현대차 7세대 '아반떼' 세단 부활 날갯짓,1.0
2551,32개 공공연구기관 인력·장비 지원…소재·부품·장비 기업 기술력 돕는다,1.0
2552,7세대 국민차 ‘화려한 귀환’…현대차 ‘올 뉴 아반떼’ 출격,1.0
2553,변심해도 車교환-할부금 1년 유예… 현대기아차 ‘고객안심 마케팅’,1.0
2554,"천장서 ‘쫙’ 승객 사이로 ‘쑥’…에어백, 사각지대는 없다",1.0
2555,코로나19에 막힌 수출길···현대위아 엔진 공장 멈춰,0.0
2556,"현대·기아차, 코로나 위기에 주목받는 파격마케팅",1.0
2557,"현대·기아차 中서만 신차 교환?…""국내는 4년 전부터""",1.0
2558,현대글로비스 직원 당 6억3000만원 번다...100대기업 중 1위,1.0
2559,현대차그룹 '선넘는 마케팅'으로 두마리 토끼 잡는다,1.0
2560,고정관념 깬 `뉴 그랜저` 흥행 … 현대車는 옳았다,1.0
2561,[사설]한국노총 ‘광주형 일자리 파기’… 상생모델을 이렇게 깰 건가,0.0
2562,"현대차, 신차 생산 풀액셀… 4년만에 국내 공장 가동률 100%",1.0
2563,멈춰선 美·유럽공장… 위기의 韓제조업,0.0
2564,"[코로나19 함께 넘자]현대·기아차, 車보증수리기간 연장",1.0
2565,"현대차 美 딜러점 72% 마비…""4월에도 판매 절벽""",0.0
2566,"현대차, 코로나19로 美판매량 금융위기 이래 최악",0.0
2567,"[이슈분석] R&D 비용 '1조원 이상' 기업 5개...투자, 성장으로 이어졌다",1.0
2568,한국노총 '광주형 일자리' 불참 선언…후속 사업 '차질',0.0
2569,"[코로나19 함께 넘자]'코로나19 직격탄'...현대차, 3월달 미국 판매량 43% 급...",0.0
2570,현대·기아차 美서 코로나 뚫고 1분기 분투…경쟁사 대비 감소폭↓,1.0
2571,"[유동성 위기의 車]'코로나 쇼크' 현대차 美판매, 10년전 수준으로 뚝",0.0
2572,국내선 선방했지만…車업계 ‘4월 성적표’가 더 두렵다,0.0
2573,"해외공장 셧다운 현대차, 3월 글로벌 판매량 26% ‘와르르’",0.0
2574,"지난달 자동차 판매, 국내선 신차 효과로 선전-해외선 ‘절벽’",0.0
2575,현대차-서울시 ‘수소차 맞손’… 생산-보급 활성화 협력 MOU,1.0
2576,서울시-현대차 ‘수소차 ·인프라 보급’ 협력,1.0
2577,"코로나 폭격 맞은 3월… 항공여객 역대 최저, 현대차는 금융위기 이래 최악 실...",0.0
2578,3월 車 해외판매 부진은 예고편…2분기부터 본격 뒷걸음질,0.0
2579,코로나에 엇갈린 완성차···내수는 'V자주행' 수출은 '낭떠러지',0.0
2580,"현대차, 서울시와 전략적 협업… 수소충전소 등 인프라 늘린다",1.0
2581,"현대차·서울시, 수소경제활성화 손잡아…수소전기차 보급 MOU",1.0
2582,"현대차-서울시, 2022년까지 시내 수소전기차 충전소 최소 15개 짓는다",1.0
2583,"""서울 도심 수소충전소 확대""…현대차-서울시, 수소경제 활성화 MOU",1.0
2584,서울시·현대차 ‘수소경제 활성화’ 맞손,1.0
2585,"현대車, 서울시와 수소전기차 확대 협약",1.0
2586,현대차-서울시 수소차 활성화 협약,1.0
2587,‘수소차 보급’ 손잡은 서울시-현대차...친환경 수소경제 활성화 전초기지로,1.0
2588,집도 차도 손품 팔아 ‘집콕 쇼핑’,1.0
2589,싱가포르에 현대모빌리티센터 둥지… 더 진화하는 정의선式 `개방형 혁신`,1.0
2590,"[단독] 재계 ""현금 최대한 확보하라""",0.0
2591,"수출길 막힌 한국車…""한달 생산계획 무의미, 이제 안짠다""",0.0
2592,디자인 혁신 성공한 현대차그룹…내놓는 신차마다 '홈런',1.0
2593,"현대차, 싱가포르에 미래 모빌리티 센터 짓는다...세계 첫 고객 맞춤형 'R&D·...",1.0
2594,싱가포르에 ‘현대 모빌리티 글로벌센터’… “미래기술 구현”,1.0
2595,"""車 만들어도 수출 길 막혀 무의미"" 현대차노조, 주60시간 근무 난색 [코로나...",0.0
2596,코로나 한파 뚫고… 삼성-현대차-SK 공채 시작,1.0
2597,[2020 올해의 차] ＂완성도 높은 하체 제작 위해 좋은 부품에 걸맞는 플랫폼 ...,1.0
2598,"""미래차 기술 인재부터""… 현대차 R&D 신입·경력 채용 개시",1.0
2599,"현대차, 연구개발본부 신입·경력사원 상시채용",1.0
2600,"[코로나19 함께 넘자] 코로나19 수요 절벽에 기업경기 바닥…자동차, TV 등 주...",0.0
2601,"""미래기술 인재 선점""…현대차 수백명 선발",1.0
2602,"현대차, 미래차 기술 인력 대거 뽑는다",1.0
2603,[단독] 현대모비스 '미래車 거점' 의왕연구소 확 키운다,1.0
2604,"현대·기아차, 미 공장 중단 연장…글로벌 차 업체들 ‘유동성 위기’ 우려",0.0
2605,현대차 러-터키 공장도 멈춰… 中-멕시코만 가동,0.0
2606,"""세계경제 심장이 멈췄다""…삼성·현대차·LG 美공장 스톱",0.0
2607,"현대차, 美·유럽·러시아 등 해외공장 올스톱",0.0
2608,기아차 해외공장 멕시코 1곳만 남아…공급망 붕괴에 ‘판매절벽’ 심화 우려,0.0
2609,"현대차그룹-앱티브, 자율주행 합작법인 설립",1.0
2610,"현대차, 美앱티브와 합작… 자율주행 법인설립 마쳐",1.0
2611,코로나 뚫고… 아반떼 사전계약 첫날 1만대,1.0
2612,"현대차, 중단했던 채용 재개… 화상 면접 확대",1.0
2613,"현대차, 채용 절차 재개… 신입-경력 화상면접 진행",1.0
2614,"""아반떼 덕분이다"" 역대급 흥행에 활기 찾은 현대차",1.0
2615,"현대차, 화상면접 도입… 중단된 채용절차 30일 재개",1.0
2616,대법 “현대차연구소 2년 이상 일한 하청노동자도 정규직”,1.0
2617,"""현대車 연구소 하청업체 근로자도 불법파견""",0.0
2618,"大法 ""협력사 소속 직원도 현대차 직원으로 인정해야""",1.0
